Time,kospi_price,lending,credit_long,credit_short,secured_loan,lending_gr,credit_long_gr,credit_short_gr,secured_loan_gr,kospi_price_gr
2010-11-22,1944.34,25146720080007,4374052000000,28954000000,6173608000000,0.0145,0.0058,0.0318,0.0012,0.0017
2010-11-23,1928.94,24875003932188,4361684000000,28632000000,6094440000000,-0.0108,-0.0028,-0.0111,-0.0128,-0.0079
2010-11-24,1925.98,24951961559342,4400065000000,28555000000,6176027000000,0.0031,0.0088,-0.0027,0.0134,-0.0015
2010-11-25,1927.68,24949436249628,4364192000000,24750000000,6196064000000,-0.0001,-0.0082,-0.1333,0.0032,0.0009
2010-11-26,1901.8,24513189059701,4299717000000,25560000000,6113814000000,-0.0175,-0.0148,0.0327,-0.0133,-0.0134
2010-11-29,1895.54,24395152313559,4297314000000,24986000000,6129922000000,-0.0048,-0.0006,-0.0225,0.0026,-0.0033
2010-11-30,1904.63,24345868587099,4194778000000,23695000000,6113173000000,-0.0020,-0.0239,-0.0517,-0.0027,0.0048
2010-12-01,1929.32,24629523995090,4196704000000,22713000000,6111016000000,0.0117,0.0005,-0.0414,-0.0004,0.0130
2010-12-02,1950.26,25026590802533,4189189000000,25121000000,6102203000000,0.0161,-0.0018,0.1060,-0.0014,0.0109
2010-12-03,1957.26,24702349900584,4233756000000,25832000000,6105771000000,-0.0130,0.0106,0.0283,0.0006,0.0036
2010-12-06,1953.64,24511156562883,4236043000000,26708000000,6090084000000,-0.0077,0.0005,0.0339,-0.0026,-0.0018
2010-12-07,1962.52,24742119482679,4252897000000,26039000000,6137224000000,0.0094,0.0040,-0.0250,0.0077,0.0045
2010-12-08,1955.72,24562781203788,4299024000000,26431000000,6147499000000,-0.0072,0.0108,0.0151,0.0017,-0.0035
2010-12-09,1988.96,24912478429243,4326086000000,25459000000,6327233000000,0.0142,0.0063,-0.0368,0.0292,0.0170
2010-12-10,1986.14,24723839620602,4326538000000,25007000000,6345956000000,-0.0076,0.0001,-0.0178,0.0030,-0.0014
2010-12-13,1996.59,24482039723133,4318773000000,25081000000,6115299000000,-0.0098,-0.0018,0.0030,-0.0363,0.0053
2010-12-14,2009.05,24703745143554,4365459000000,23890000000,6201078000000,0.0091,0.0108,-0.0475,0.0140,0.0062
2010-12-15,2017.48,24188721911085,4379303000000,23481000000,6255198000000,-0.0208,0.0032,-0.0171,0.0087,0.0042
2010-12-16,2009.24,23857157042510,4398797000000,24931000000,6212089000000,-0.0137,0.0045,0.0618,-0.0069,-0.0041
2010-12-17,2026.3,23809820542989,4434227000000,25429000000,6201476000000,-0.0020,0.0081,0.0200,-0.0017,0.0085
2010-12-20,2020.28,23534451433969,4457453000000,25348000000,6237154000000,-0.0116,0.0052,-0.0032,0.0058,-0.0030
2010-12-21,2037.09,23496688118090,4467644000000,24700000000,6232269000000,-0.0016,0.0023,-0.0256,-0.0008,0.0083
2010-12-22,2038.11,22824172499852,4403948000000,23612000000,6308825000000,-0.0286,-0.0143,-0.0440,0.0123,0.0005
2010-12-23,2037.53,20649683641338,4521651000000,24374000000,6257730000000,-0.0953,0.0267,0.0323,-0.0081,-0.0003
2010-12-24,2029.6,20847243387697,4537459000000,23866000000,6228869000000,0.0096,0.0035,-0.0208,-0.0046,-0.0039
2010-12-27,2022.19,20127215199709,4535705000000,23300000000,6293850000000,-0.0345,-0.0004,-0.0237,0.0104,-0.0037
2010-12-28,2033.32,19403496705864,4524629000000,21110000000,6317038000000,-0.0360,-0.0024,-0.0940,0.0037,0.0055
2010-12-29,2043.49,17755632667523,4528042000000,19114000000,6296810000000,-0.0849,0.0008,-0.0946,-0.0032,0.0050
2010-12-30,2051,17021814334728,4499717000000,19152000000,6273978000000,-0.0413,-0.0063,0.0020,-0.0036,0.0037
2011-01-03,2070.08,18326674031849,4498839000000,21007000000,6248340000000,0.0767,-0.0002,0.0969,-0.0041,0.0093
2011-01-04,2085.14,19827199215699,4468568000000,21660000000,6192063000000,0.0819,-0.0067,0.0311,-0.0090,0.0073
2011-01-05,2082.55,21568955175608,4456679000000,22163000000,6209848000000,0.0878,-0.0027,0.0232,0.0029,-0.0012
2011-01-06,2077.61,22586064214822,4449676000000,23767000000,6237498000000,0.0472,-0.0016,0.0724,0.0045,-0.0024
2011-01-07,2086.2,23215162395537,4459092000000,25813000000,6277325000000,0.0279,0.0021,0.0861,0.0064,0.0041
2011-01-10,2080.81,23049539355908,4464928000000,24982000000,6292866000000,-0.0071,0.0013,-0.0322,0.0025,-0.0026
2011-01-11,2088.32,23457947286944,4510027000000,24301000000,6241187000000,0.0177,0.0101,-0.0273,-0.0082,0.0036
2011-01-12,2094.95,23817749257716,4528432000000,24842000000,6301009000000,0.0153,0.0041,0.0223,0.0096,0.0032
2011-01-13,2089.48,23797998578887,4564061000000,25291000000,6327284000000,-0.0008,0.0079,0.0181,0.0042,-0.0026
2011-01-14,2108.17,23985409014117,4579984000000,27402000000,6421606000000,0.0079,0.0035,0.0835,0.0149,0.0089
2011-01-17,2099.85,23737052956038,4663286000000,27097000000,6523671000000,-0.0104,0.0182,-0.0111,0.0159,-0.0039
2011-01-18,2096.48,23720709458740,4697204000000,25806000000,6521723000000,-0.0007,0.0073,-0.0476,-0.0003,-0.0016
2011-01-19,2115.69,23973975716591,4721651000000,26766000000,6551624000000,0.0107,0.0052,0.0372,0.0046,0.0092
2011-01-20,2106.66,23847531036846,4741372000000,27913000000,6530452000000,-0.0053,0.0042,0.0429,-0.0032,-0.0043
2011-01-21,2069.92,23603947401443,4783352000000,27859000000,6567432000000,-0.0102,0.0089,-0.0019,0.0057,-0.0174
2011-01-24,2082.16,23993412212843,4813655000000,28862000000,6431264000000,0.0165,0.0063,0.0360,-0.0207,0.0059
2011-01-25,2086.67,23988458604050,4808662000000,23698000000,6486840000000,-0.0002,-0.0010,-0.1789,0.0086,0.0022
2011-01-26,2110.46,24233131596298,4807930000000,27083000000,6488471000000,0.0102,-0.0002,0.1428,0.0003,0.0114
2011-01-27,2115.01,24274319911238,4747069000000,24566000000,6508945000000,0.0017,-0.0127,-0.0929,0.0032,0.0022
2011-01-28,2107.87,24040405026320,4743068000000,26674000000,6508817000000,-0.0096,-0.0008,0.0858,-0.0000,-0.0034
2011-01-31,2069.73,23825310253760,4784576000000,27943000000,6450838000000,-0.0089,0.0088,0.0476,-0.0089,-0.0181
2011-02-01,2072.03,23825984908700,4791628000000,27553000000,6457629000000,0.0000,0.0015,-0.0140,0.0011,0.0011
2011-02-07,2081.74,23609878011925,4803909000000,25711000000,6488807000000,-0.0091,0.0026,-0.0669,0.0048,0.0047
2011-02-08,2069.7,23385442858758,4809923000000,23515000000,6481246000000,-0.0095,0.0013,-0.0854,-0.0012,-0.0058
2011-02-09,2045.58,23157669181152,4812348000000,26606000000,6525566000000,-0.0097,0.0005,0.1314,0.0068,-0.0117
2011-02-10,2008.5,23014079458550,4844787000000,25772000000,6928779000000,-0.0062,0.0067,-0.0313,0.0618,-0.0181
2011-02-11,1977.19,22490673778238,4871816000000,25571000000,6977054000000,-0.0227,0.0056,-0.0078,0.0070,-0.0156
2011-02-14,2014.59,22937085991511,4936241000000,24509000000,6646519000000,0.0198,0.0132,-0.0415,-0.0474,0.0189
2011-02-15,2010.52,22821701745725,4905132000000,22623000000,6622057000000,-0.0050,-0.0063,-0.0770,-0.0037,-0.0020
2011-02-16,1989.11,22815322083773,4852153000000,25895000000,6611547000000,-0.0003,-0.0108,0.1446,-0.0016,-0.0106
2011-02-17,1977.22,22922957241545,4840925000000,24368000000,6641060000000,0.0047,-0.0023,-0.0590,0.0045,-0.0060
2011-02-18,2013.14,23335957342237,4788870000000,25112000000,6715310000000,0.0180,-0.0108,0.0305,0.0112,0.0182
2011-02-21,2005.3,23205132729920,4738275000000,24495000000,6715894000000,-0.0056,-0.0106,-0.0246,0.0001,-0.0039
2011-02-22,1969.92,22623422899910,4747170000000,22619000000,6703341000000,-0.0251,0.0019,-0.0766,-0.0019,-0.0176
2011-02-23,1961.63,22484834976144,4760788000000,24076000000,6716713000000,-0.0061,0.0029,0.0644,0.0020,-0.0042
2011-02-24,1949.88,22387349451538,4713484000000,22550000000,6755335000000,-0.0043,-0.0099,-0.0634,0.0058,-0.0060
2011-02-25,1963.43,22684301927253,4702415000000,24479000000,6679114000000,0.0133,-0.0023,0.0855,-0.0113,0.0069
2011-02-28,1939.3,22595935897039,4676706000000,19724000000,6776988000000,-0.0039,-0.0055,-0.1942,0.0147,-0.0123
2011-03-02,1928.24,22470446723024,4659297000000,19820000000,6760742000000,-0.0056,-0.0037,0.0049,-0.0024,-0.0057
2011-03-03,1970.66,22942328934468,4602155000000,19509000000,6781858000000,0.0210,-0.0123,-0.0157,0.0031,0.0220
2011-03-04,2004.68,23388616861786,4606161000000,21360000000,6771075000000,0.0195,0.0009,0.0949,-0.0016,0.0173
2011-03-07,1980.27,23017027672899,4602845000000,22185000000,6677268000000,-0.0159,-0.0007,0.0386,-0.0139,-0.0122
2011-03-08,1996.32,23473288330397,4504398000000,23722000000,6650649000000,0.0198,-0.0214,0.0693,-0.0040,0.0081
2011-03-09,2001.47,23523745120709,4520948000000,25080000000,6682811000000,0.0021,0.0037,0.0572,0.0048,0.0026
2011-03-10,1981.58,23123262312011,4543340000000,24788000000,6702120000000,-0.0170,0.0050,-0.0116,0.0029,-0.0099
2011-03-11,1955.54,23103232624207,4530264000000,24809000000,6700933000000,-0.0009,-0.0029,0.0008,-0.0002,-0.0131
2011-03-14,1971.23,23538960384128,4595981000000,23515000000,6758300000000,0.0189,0.0145,-0.0522,0.0086,0.0080
2011-03-15,1923.92,23115666417135,4608789000000,22111000000,6804240000000,-0.0180,0.0028,-0.0597,0.0068,-0.0240
2011-03-16,1957.97,23579923590161,4552161000000,23240000000,6731950000000,0.0201,-0.0123,0.0511,-0.0106,0.0177
2011-03-17,1959.03,23545751567701,4443796000000,20125000000,6749004000000,-0.0014,-0.0238,-0.1340,0.0025,0.0005
2011-03-18,1981.13,23888142995543,4432828000000,23298000000,6664734000000,0.0145,-0.0025,0.1577,-0.0125,0.0113
2011-03-21,2003.42,24004841648085,4441118000000,21250000000,6639021000000,0.0049,0.0019,-0.0879,-0.0039,0.0113
2011-03-22,2013.66,23757266658219,4402100000000,22294000000,6628414000000,-0.0103,-0.0088,0.0491,-0.0016,0.0051
2011-03-23,2012.18,23716317791608,4415966000000,24661000000,6642932000000,-0.0017,0.0031,0.1062,0.0022,-0.0007
2011-03-24,2036.78,23927263003510,4421072000000,27113000000,6651586000000,0.0089,0.0012,0.0994,0.0013,0.0122
2011-03-25,2054.04,23772488747821,4462384000000,26284000000,6655504000000,-0.0065,0.0093,-0.0306,0.0006,0.0085
2011-03-28,2056.39,23921667653049,4472348000000,27912000000,6687521000000,0.0063,0.0022,0.0619,0.0048,0.0011
2011-03-29,2072.13,23902500854634,4471346000000,27531000000,6698084000000,-0.0008,-0.0002,-0.0137,0.0016,0.0077
2011-03-30,2091.38,24385630458814,4516295000000,27051000000,6694207000000,0.0202,0.0101,-0.0174,-0.0006,0.0093
2011-03-31,2106.7,24380163809901,4546277000000,28514000000,6661436000000,-0.0002,0.0066,0.0541,-0.0049,0.0073
2011-04-01,2121.01,24603455972926,4510502000000,29883000000,6610610422704,0.0092,-0.0079,0.0480,-0.0076,0.0068
2011-04-04,2115.87,24684782622736,4471522000000,30015000000,6605526425476,0.0033,-0.0086,0.0044,-0.0008,-0.0024
2011-04-05,2130.43,25125120374526,4444670000000,29375000000,6597440854898,0.0178,-0.0060,-0.0213,-0.0012,0.0069
2011-04-06,2126.71,25346912052170,4542506000000,26754000000,6642384942189,0.0088,0.0220,-0.0892,0.0068,-0.0017
2011-04-07,2122.14,25315640847046,4556786000000,27416000000,6602635452062,-0.0012,0.0031,0.0247,-0.0060,-0.0021
2011-04-08,2127.97,25283113896259,4575672000000,30806000000,6611450424320,-0.0013,0.0041,0.1237,0.0013,0.0027
2011-04-11,2122.39,25274877855260,4628425000000,30920000000,6630541962401,-0.0003,0.0115,0.0037,0.0029,-0.0026
2011-04-12,2089.4,24981173495754,4685864000000,32437000000,6649845211990,-0.0116,0.0124,0.0491,0.0029,-0.0155
2011-04-13,2121.92,25667762087314,4731602000000,32913000000,6668321324903,0.0275,0.0098,0.0147,0.0028,0.0156
2011-04-14,2141.06,26082389157189,4777570000000,28938000000,6717468415751,0.0162,0.0097,-0.1208,0.0074,0.0090
2011-04-15,2140.5,26215147994165,4820038000000,30797000000,6730137519235,0.0051,0.0089,0.0642,0.0019,-0.0003
2011-04-18,2137.72,26186536869673,4875093000000,31180000000,6761772653668,-0.0011,0.0114,0.0124,0.0047,-0.0013
2011-04-19,2122.68,26183974324636,4953879000000,32424000000,6816942627005,-0.0001,0.0162,0.0399,0.0082,-0.0070
2011-04-20,2169.91,26912690310062,5004247000000,34408000000,6839329988883,0.0278,0.0102,0.0612,0.0033,0.0223
2011-04-21,2198.54,27164646939361,5068348000000,32202000000,6858202516270,0.0094,0.0128,-0.0641,0.0028,0.0132
2011-04-22,2197.82,27057248360351,5077416000000,34177000000,7006855452440,-0.0040,0.0018,0.0613,0.0217,-0.0003
2011-04-25,2216,27316451026611,5066242000000,35440000000,6833207440436,0.0096,-0.0022,0.0370,-0.0248,0.0083
2011-04-26,2206.3,27457507938974,5139379000000,34216000000,6868565137543,0.0052,0.0144,-0.0345,0.0052,-0.0044
2011-04-27,2206.7,27460065222710,5204430000000,36722000000,6911670827488,0.0001,0.0127,0.0732,0.0063,0.0002
2011-04-28,2208.35,27708231704129,5253969000000,38272000000,6931534704415,0.0090,0.0095,0.0422,0.0029,0.0007
2011-04-29,2192.36,27564416443610,5253965000000,33113000000,6939680541894,-0.0052,-0.0000,-0.1348,0.0012,-0.0072
2011-05-02,2228.96,28051316377813,5276055000000,34041000000,6904529778250,0.0177,0.0042,0.0280,-0.0051,0.0167
2011-05-03,2200.73,27713078596285,5250584000000,31665000000,6950420596543,-0.0121,-0.0048,-0.0698,0.0066,-0.0127
2011-05-04,2180.64,27596906695967,5250400000000,34461000000,6928546591138,-0.0042,-0.0000,0.0883,-0.0031,-0.0091
2011-05-06,2147.45,27104197920999,5255959000000,29686000000,6964079957669,-0.0179,0.0011,-0.1386,0.0051,-0.0152
2011-05-09,2139.17,26925756860753,5250257000000,30519000000,6940549020612,-0.0066,-0.0011,0.0281,-0.0034,-0.0039
2011-05-11,2166.63,27250744420071,5266585000000,28466000000,6949680105450,0.0121,0.0031,-0.0673,0.0013,0.0128
2011-05-12,2122.65,26503670729241,5232711000000,31573000000,7157568635643,-0.0274,-0.0064,0.1091,0.0299,-0.0203
2011-05-13,2120.08,27221385756439,5204027000000,34996000000,7163937716621,0.0271,-0.0055,0.1084,0.0009,-0.0012
2011-05-16,2104.18,27407061594667,5292365000000,32416000000,7060865987807,0.0068,0.0170,-0.0737,-0.0144,-0.0075
2011-05-17,2102.41,27460764627206,5284894000000,29473000000,7084762831066,0.0020,-0.0014,-0.0908,0.0034,-0.0008
2011-05-18,2135.78,28100332837436,5309080000000,27360000000,7097911054186,0.0233,0.0046,-0.0717,0.0019,0.0159
2011-05-19,2095.51,27395293117554,5327958000000,27446000000,6574408011427,-0.0251,0.0036,0.0031,-0.0738,-0.0189
2011-05-20,2111.5,27686029568008,5311540000000,29704000000,7139937482548,0.0106,-0.0031,0.0823,0.0860,0.0076
2011-05-23,2055.71,26752577588147,5248765000000,26456000000,7175471242134,-0.0337,-0.0118,-0.1093,0.0050,-0.0264
2011-05-24,2061.76,26963258844432,5223904000000,26441000000,7229704891680,0.0079,-0.0047,-0.0006,0.0076,0.0029
2011-05-25,2035.87,25993219879630,5196706000000,22171000000,7352570591716,-0.0360,-0.0052,-0.1615,0.0170,-0.0126
2011-05-26,2091.91,26488744999403,5210403000000,24743000000,7155953817896,0.0191,0.0026,0.1160,-0.0267,0.0275
2011-05-27,2100.24,26446679746529,5125878000000,24970000000,7148084273873,-0.0016,-0.0162,0.0092,-0.0011,0.0040
2011-05-30,2093.79,26267001438220,5121764000000,30523000000,7116303789485,-0.0068,-0.0008,0.2224,-0.0044,-0.0031
2011-05-31,2142.47,26902649296212,5083878000000,29948000000,7138726015465,0.0242,-0.0074,-0.0188,0.0032,0.0232
2011-06-01,2141.34,26865792103341,5081765000000,28233000000,7099402791871,-0.0014,-0.0004,-0.0573,-0.0055,-0.0005
2011-06-02,2114.2,26474409536839,5015246000000,34426000000,7018682514278,-0.0146,-0.0131,0.2194,-0.0114,-0.0127
2011-06-03,2113.47,26266789397380,4995780000000,33893000000,7121661686787,-0.0078,-0.0039,-0.0155,0.0147,-0.0003
2011-06-07,2099.71,25985708666976,5009544000000,32799000000,7013193198048,-0.0107,0.0028,-0.0323,-0.0152,-0.0065
2011-06-08,2083.35,25613020368213,4993271000000,33303000000,7003171503350,-0.0143,-0.0032,0.0154,-0.0014,-0.0078
2011-06-09,2071.42,25285603063649,5001496000000,28351000000,7038173108076,-0.0128,0.0016,-0.1487,0.0050,-0.0057
2011-06-10,2046.67,24936130270439,5014787000000,25995000000,7047049235956,-0.0138,0.0027,-0.0831,0.0013,-0.0119
2011-06-13,2048.74,24876817301667,5103885000000,27529000000,7064018167529,-0.0024,0.0178,0.0590,0.0024,0.0010
2011-06-14,2076.83,25243776778531,5057615000000,29180000000,7074547943200,0.0148,-0.0091,0.0600,0.0015,0.0137
2011-06-15,2086.53,25192991331137,4994397000000,29914000000,7048892182258,-0.0020,-0.0125,0.0252,-0.0036,0.0047
2011-06-16,2046.63,24776406497354,4991691000000,32503000000,7025792209120,-0.0165,-0.0005,0.0865,-0.0033,-0.0191
2011-06-17,2031.93,25389372813187,4948795000000,33007000000,7045149517957,0.0247,-0.0086,0.0155,0.0028,-0.0072
2011-06-20,2019.65,25610716408245,4949561000000,32008000000,7089980955914,0.0087,0.0002,-0.0303,0.0064,-0.0060
2011-06-21,2048.17,26318445768072,4919843000000,31345000000,7038830334091,0.0276,-0.0060,-0.0207,-0.0072,0.0141
2011-06-22,2063.9,26225749466251,4888705000000,33690000000,7044419401569,-0.0035,-0.0063,0.0748,0.0008,0.0077
2011-06-23,2055.86,26131518232626,4870154000000,34162000000,7026134648675,-0.0036,-0.0038,0.0140,-0.0026,-0.0039
2011-06-24,2090.81,26353089347470,4835682000000,36907000000,7213604682803,0.0085,-0.0071,0.0804,0.0267,0.0170
2011-06-27,2070.29,25827583791056,4857493000000,35617000000,7189192719258,-0.0199,0.0045,-0.0350,-0.0034,-0.0098
2011-06-28,2062.91,25794141187367,4832077000000,35705000000,7141719663677,-0.0013,-0.0052,0.0025,-0.0066,-0.0036
2011-06-29,2094.42,25788421045445,4876426000000,33792000000,7188568823238,-0.0002,0.0092,-0.0536,0.0066,0.0153
2011-06-30,2100.69,25336067391238,4822675000000,34605000000,7156780498868,-0.0175,-0.0110,0.0241,-0.0044,0.0030
2011-07-01,2125.74,25477421629164,4785508000000,36331000000,7332052764239,0.0056,-0.0077,0.0499,0.0245,0.0119
2011-07-04,2145.3,25761104616177,4729259000000,38254000000,7288364715408,0.0111,-0.0118,0.0529,-0.0060,0.0092
2011-07-05,2161.75,26550460270408,4686927000000,38787000000,7049792374854,0.0306,-0.0090,0.0139,-0.0327,0.0077
2011-07-06,2171.19,26515773404540,4657899000000,34087000000,7059928995957,-0.0013,-0.0062,-0.1212,0.0014,0.0044
2011-07-07,2180.59,26575222928590,4639105000000,33982000000,6998616754494,0.0022,-0.0040,-0.0031,-0.0087,0.0043
2011-07-08,2180.35,26569425597110,4684565000000,33132000000,6988263266600,-0.0002,0.0098,-0.0250,-0.0015,-0.0001
2011-07-11,2157.16,26065864575133,4655092000000,35283000000,6994496469619,-0.0190,-0.0063,0.0649,0.0009,-0.0106
2011-07-12,2109.73,25538589453437,4668352000000,34674000000,7236666036421,-0.0202,0.0028,-0.0173,0.0346,-0.0220
2011-07-13,2129.64,26125869288528,4672243000000,33890000000,7279431672275,0.0230,0.0008,-0.0226,0.0059,0.0094
2011-07-14,2130.07,26360291822723,4719046000000,30083000000,7202133254840,0.0090,0.0100,-0.1123,-0.0106,0.0002
2011-07-15,2145.2,26730111103301,4781112000000,31764000000,7169086462313,0.0140,0.0132,0.0559,-0.0046,0.0071
2011-07-18,2130.48,26497658428175,4814364000000,32096000000,7174006485852,-0.0087,0.0070,0.0105,0.0007,-0.0069
2011-07-19,2130.21,26749377029328,4827776000000,32274000000,7201890097224,0.0095,0.0028,0.0055,0.0039,-0.0001
2011-07-20,2154.95,27095097988211,4838849000000,31946000000,7216438110987,0.0129,0.0023,-0.0102,0.0020,0.0116
2011-07-21,2145.04,27167359696407,4875213000000,31081000000,7209757927652,0.0027,0.0075,-0.0271,-0.0009,-0.0046
2011-07-22,2171.23,27510693383524,4866375000000,32219000000,7179988270242,0.0126,-0.0018,0.0366,-0.0041,0.0122
2011-07-25,2150.48,27148546406872,4855982000000,31067000000,7221902154749,-0.0132,-0.0021,-0.0358,0.0058,-0.0096
2011-07-26,2168.7,27263298898134,4836330000000,31634000000,7231554336231,0.0042,-0.0040,0.0183,0.0013,0.0085
2011-07-27,2174.31,27439218012658,4817823000000,31656000000,7441288287561,0.0065,-0.0038,0.0007,0.0290,0.0026
2011-07-28,2155.85,27478204627192,4869198000000,31097000000,7327120334791,0.0014,0.0107,-0.0177,-0.0153,-0.0085
2011-07-29,2133.21,27339627672731,4857692000000,30781000000,7346163347815,-0.0050,-0.0024,-0.0102,0.0026,-0.0105
2011-08-01,2172.31,28012143294112,4862960000000,30010000000,7264345232319,0.0246,0.0011,-0.0250,-0.0111,0.0183
2011-08-02,2121.27,27751177177724,4828707000000,28299000000,7280349755068,-0.0093,-0.0070,-0.0570,0.0022,-0.0235
2011-08-03,2066.26,28548212564425,4845748000000,29672000000,7296318687699,0.0287,0.0035,0.0485,0.0022,-0.0259
2011-08-04,2018.47,28115389260470,4875802000000,29680000000,7360560143883,-0.0152,0.0062,0.0003,0.0088,-0.0231
2011-08-05,1943.75,28207568278745,4908035000000,25738000000,7480780975941,0.0033,0.0066,-0.1328,0.0163,-0.0370
2011-08-08,1869.45,27581191207679,4841846000000,22424000000,7515530484714,-0.0222,-0.0135,-0.1288,0.0046,-0.0382
2011-08-09,1801.35,27136744596484,4593730000000,18321000000,7498347742415,-0.0161,-0.0512,-0.1830,-0.0023,-0.0364
2011-08-10,1806.24,27354098408332,4314466000000,17045000000,7459020321570,0.0080,-0.0608,-0.0696,-0.0052,0.0027
2011-08-11,1817.44,26703278800273,4158400000000,16403000000,7246056464715,-0.0238,-0.0362,-0.0377,-0.0286,0.0062
2011-08-12,1793.31,25384996227564,4147308000000,14599000000,7285333174947,-0.0494,-0.0027,-0.1100,0.0054,-0.0133
2011-08-16,1879.87,26508450637865,4151504000000,13246000000,7229895400076,0.0443,0.0010,-0.0927,-0.0076,0.0483
2011-08-17,1892.67,26323387618363,4066798000000,12543000000,7225413032715,-0.0070,-0.0204,-0.0531,-0.0006,0.0068
2011-08-18,1860.58,25161850843636,4029597000000,11881000000,7258403033762,-0.0441,-0.0091,-0.0528,0.0046,-0.0170
2011-08-19,1744.88,23544003954479,4017347000000,11480000000,7277666050632,-0.0643,-0.0030,-0.0338,0.0027,-0.0622
2011-08-22,1710.7,23105627192653,3997419000000,11017000000,7293626510945,-0.0186,-0.0050,-0.0403,0.0022,-0.0196
2011-08-23,1776.68,24557803836389,3841973000000,9551000000,7164735090030,0.0628,-0.0389,-0.1331,-0.0177,0.0386
2011-08-24,1754.78,23991879449670,3720652000000,8639000000,7084789884779,-0.0230,-0.0316,-0.0955,-0.0112,-0.0123
2011-08-25,1764.58,24039076433237,3687004000000,8286000000,7019648921578,0.0020,-0.0090,-0.0409,-0.0092,0.0056
2011-08-26,1778.95,24654350042659,3629491000000,7569000000,7024606483499,0.0256,-0.0156,-0.0865,0.0007,0.0081
2011-08-29,1829.5,25711867275796,3597288000000,6907000000,7021467883370,0.0429,-0.0089,-0.0875,-0.0004,0.0284
2011-08-30,1843.82,25597930915480,3591862000000,6724000000,7011554482228,-0.0044,-0.0015,-0.0265,-0.0014,0.0078
2011-08-31,1880.11,26033831678430,3589127000000,6519000000,7026936775114,0.0170,-0.0008,-0.0305,0.0022,0.0197
2011-09-01,1880.7,25893186218736,3560474000000,6353000000,7055269940744,-0.0054,-0.0080,-0.0255,0.0040,0.0003
2011-09-02,1867.75,25275988105973,3553788000000,6324000000,6986207381572,-0.0238,-0.0019,-0.0046,-0.0098,-0.0069
2011-09-05,1785.83,24180168790769,3487613000000,6110000000,7006241977454,-0.0434,-0.0186,-0.0338,0.0029,-0.0439
2011-09-06,1766.71,24143635847386,3536067000000,5967000000,7026905765773,-0.0015,0.0139,-0.0234,0.0029,-0.0107
2011-09-07,1833.46,25505827690063,3594904000000,5542000000,7016370339818,0.0564,0.0166,-0.0712,-0.0015,0.0378
2011-09-08,1846.64,25557015726760,3593166000000,5409000000,6990703704924,0.0020,-0.0005,-0.0240,-0.0037,0.0072
2011-09-09,1812.93,24824318331165,3653241000000,5156000000,6961131016485,-0.0287,0.0167,-0.0468,-0.0042,-0.0183
2011-09-14,1749.16,24172844522449,3559038000000,5000000000,6959087833281,-0.0262,-0.0258,-0.0303,-0.0003,-0.0352
2011-09-15,1774.08,24646116036389,3556559000000,4624000000,6954619933155,0.0196,-0.0007,-0.0752,-0.0006,0.0142
2011-09-16,1840.1,25518197447992,3500455000000,4170000000,6958079909727,0.0354,-0.0158,-0.0982,0.0005,0.0372
2011-09-19,1820.94,24936256137038,3481255000000,3880000000,6940923150347,-0.0228,-0.0055,-0.0695,-0.0025,-0.0104
2011-09-20,1837.97,25309873672274,3439060000000,3842000000,6886913593289,0.0150,-0.0121,-0.0098,-0.0078,0.0094
2011-09-21,1854.28,25414787755251,3400285000000,3424000000,6895818902135,0.0041,-0.0113,-0.1088,0.0013,0.0089
2011-09-22,1800.55,24365574780436,3419605000000,3227000000,6891373290688,-0.0413,0.0057,-0.0575,-0.0006,-0.0290
2011-09-23,1697.44,22869542508310,3435688000000,3127000000,6915287936834,-0.0614,0.0047,-0.0310,0.0035,-0.0573
2011-09-26,1652.71,22347683207520,3444874000000,3003000000,6951937370460,-0.0228,0.0027,-0.0397,0.0053,-0.0264
2011-09-27,1735.71,23309446049714,3401059000000,2247000000,6934560072960,0.0430,-0.0127,-0.2517,-0.0025,0.0502
2011-09-28,1723.09,22849490577822,3164480000000,1970000000,6808241288453,-0.0197,-0.0696,-0.1233,-0.0182,-0.0073
2011-09-29,1769.29,23482107742460,3151373000000,1656000000,6731999487227,0.0277,-0.0041,-0.1594,-0.0112,0.0268
2011-09-30,1769.65,23161562086736,3094536000000,1402000000,6726427199781,-0.0137,-0.0180,-0.1534,-0.0008,0.0002
2011-10-04,1706.19,22182112204414,3121159000000,1325000000,6707284195302,-0.0423,0.0086,-0.0549,-0.0028,-0.0359
2011-10-05,1666.52,22087676506702,3111337000000,1252000000,6524804921806,-0.0043,-0.0031,-0.0551,-0.0272,-0.0233
2011-10-06,1710.32,22776781636631,3118980000000,1206000000,6533442072261,0.0312,0.0025,-0.0367,0.0013,0.0263
2011-10-07,1759.77,23377484148649,3050191000000,929000000,6501096067245,0.0264,-0.0221,-0.2297,-0.0050,0.0289
2011-10-10,1766.44,23271270436293,3006478000000,812000000,6467094538734,-0.0045,-0.0143,-0.1259,-0.0052,0.0038
2011-10-11,1795.02,23641861094183,2931159000000,623000000,6460625048947,0.0159,-0.0251,-0.2328,-0.0010,0.0162
2011-10-12,1809.5,23542241749408,2959426000000,115000000,6512109886212,-0.0042,0.0096,-0.8154,0.0080,0.0081
2011-10-13,1823.1,23643757070931,2893312000000,0,6524772572403,0.0043,-0.0223,0.0000,0.0019,0.0075
